pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
-0.6907732342341142,0.01277709202500345,-0.003760351621563028,-0.7229488171054502
-0.6908437736569899,0.013020533776967455,-0.0036975852815859253,-0.722877390416922
-0.6908437736569899,0.013020533776967455,-0.0036975852815859253,-0.722877390416922
-0.6908437736569899,0.013020533776967455,-0.0036975852815859253,-0.722877390416922
-0.690856408756183,0.014188537361419985,-0.00323833420621817,-0.7228455070489239
-0.690856408756183,0.014188537361419985,-0.00323833420621817,-0.7228455070489239
-0.690856408756183,0.014188537361419985,-0.00323833420621817,-0.7228455070489239
-0.6911405156584506,0.014380850454706955,-0.003059026788467807,-0.7225708335635543
-0.6909061244662955,0.014547477770565309,-0.0029990298476858597,-0.7227918734265788
-0.6909061244662955,0.014547477770565309,-0.0029990298476858597,-0.7227918734265788
-0.6903444413215665,0.015123984632625206,-0.0028458275589532235,-0.7233172136911865
-0.6903444413215665,0.015123984632625206,-0.0028458275589532235,-0.7233172136911865
-0.6903444413215665,0.015123984632625206,-0.0028458275589532235,-0.7233172136911865
-0.6903444413215665,0.015123984632625206,-0.0028458275589532235,-0.7233172136911865
-0.6903444413215665,0.015123984632625206,-0.0028458275589532235,-0.7233172136911865
-0.6907599972862937,0.015419082007053646,-0.002641741941826069,-0.722914859118895
-0.6905323406124521,0.015981972591148676,-0.0022704358942289226,-0.723121335563964
-0.6907960735638332,0.017253490659655812,-0.0019737605168906732,-0.7228409899979361
-0.6907960735638332,0.017253490659655812,-0.0019737605168906732,-0.7228409899979361
-0.6911485275473859,0.017569795506671124,-0.0019237621085828561,-0.7224965086678342
-0.690990109823309,0.018057728662902357,-0.0017576914613716323,-0.7226365396531871
-0.6908947290223449,0.019056252271674002,-0.0013467736844910787,-0.7227029436680326
-0.6908947290223449,0.019056252271674002,-0.0013467736844910787,-0.7227029436680326
-0.6905267478692896,0.019418989914682813,-0.0010606165822236806,-0.7230453975987536
-0.690545863255901,0.019778662780477296,-0.0011063657572190728,-0.7230173232932307
-0.6906833750295489,0.021398154363045194,-0.00023158451525765074,-0.722840613473274
-0.6906833750295489,0.021398154363045194,-0.00023158451525765074,-0.722840613473274
-0.6910119946143316,0.02218965786830443,-0.00015279718393121193,-0.7225026164007928
-0.6906918650370997,0.023025389814585157,0.00033509910304490827,-0.7227824786894655
-0.6906918650370997,0.023025389814585157,0.00033509910304490827,-0.7227824786894655
-0.6906918650370997,0.023025389814585157,0.00033509910304490827,-0.7227824786894655
-0.6906918650370997,0.023025389814585157,0.00033509910304490827,-0.7227824786894655
-0.6915870550802474,0.024974366784598273,0.00031907006308123324,-0.7218611841897797
-0.6911939659298383,0.026209266237564963,0.0016586025402327955,-0.7221919818662685
-0.6911939659298383,0.026209266237564963,0.0016586025402327955,-0.7221919818662685
-0.6914913953704038,0.026682524157941916,0.001693490203498395,-0.7218897830922864
-0.6910651622664551,0.027152175247462995,0.002031988575777144,-0.7222794366830518
-0.6910651622664551,0.027152175247462995,0.002031988575777144,-0.7222794366830518
-0.6907627991449292,0.028586055318198952,0.0025961036462025504,-0.7225115328738474
-0.6907627991449292,0.028586055318198952,0.0025961036462025504,-0.7225115328738474
